id,year
300213,2013
300213,2014
300213,2015
300213,2016
300213,2017
300213,2018
300213,2019
300213,2020
300213,2021
300214,2011
300214,2012
300214,2013
300214,2014
300214,2015
300214,2016
300214,2017
300214,2018
300214,2019
300214,2020
300214,2021
300215,2011
300215,2012
300215,2013
300215,2014
300215,2015
300215,2016
300215,2017
300215,2018
300215,2019
300215,2020
300215,2021
300217,2011
300217,2012
300217,2013
300217,2014
300217,2015
300217,2016
300217,2017
300217,2018
300217,2019
300217,2020
300217,2021
300218,2011
300218,2012
300218,2013
300218,2014
300218,2015
300218,2016
300218,2017
300218,2018
300218,2019
300218,2020
300218,2021
300219,2011
300219,2012
300219,2013
300219,2014
300219,2015
300219,2016
300219,2017
300219,2018
300219,2019
300219,2020
300219,2021
300220,2011
300220,2012
300220,2013
300220,2014
300220,2015
300220,2016
300220,2017
300220,2018
300220,2019
300220,2020
300220,2021
300221,2011
300221,2012
300221,2013
300221,2014
300221,2015
300221,2016
300221,2017
300221,2018
300221,2019
300221,2020
300221,2021
300222,2011
300222,2012
300222,2013
300222,2014
300222,2015
300222,2016
300222,2017
300222,2018
300222,2019
300222,2020
300222,2021
300223,2011
300223,2012
300223,2013
300223,2014
300223,2015
300223,2016
300223,2017
300223,2018
300223,2019
300223,2020
300223,2021
300224,2011
300224,2012
300224,2013
300224,2014
300224,2015
300224,2016
300224,2017
300224,2018
300224,2019
300224,2020
300224,2021
300225,2011
300225,2012
300225,2013
300225,2014
300225,2015
300225,2016
300225,2017
300225,2018
300225,2019
300225,2020
300225,2021
300226,2011
300226,2012
300226,2013
300226,2014
300226,2015
300226,2016
300226,2017
300226,2018
300226,2019
300226,2020
300226,2021
300227,2011
300227,2012
300227,2013
300227,2014
300227,2015
300227,2016
300227,2017
300227,2018
300227,2019
300227,2020
300227,2021
300228,2011
300228,2012
300228,2013
300228,2014
300228,2015
300228,2016
300228,2017
300228,2018
300228,2019
300228,2020
300228,2021
300229,2011
300229,2012
300229,2013
300229,2014
300229,2015
300229,2016
300229,2017
300229,2018
300229,2019
300229,2020
300229,2021
300230,2011
300230,2012
300230,2013
300230,2014
300230,2015
300230,2016
300230,2017
300230,2018
300230,2019
300230,2020
300230,2021
300231,2011
300231,2012
300231,2013
300231,2014
300231,2015
300231,2016
300231,2017
